,V1
GOLGA4,0
SCN5A,0
ZNF620,0
ZKSCAN7,0
ZNF197,0
LARS2,0
RF00019.143,0
CDC25A,0
ZNF589,0
AC134772.1,0
USP4,0
AMT,0
RAD54L2,0
IL17RB,0
PDE12,0
RPP14,0
SHQ1,0
HNRNPA3P6,0
DHFR2,0
OR5H3P,0
PDCL3P4,0
LINC00636,0
AC112128.1,0
SPICE1,0
FAM86JP,0
ASTE1,0
CLSTN2.AS1,0
AC107021.2,0
ARHGEF26.AS1,0
GFM1,0
MFSD1,0
USP13,0
LINC00888,0
MAGEF1,0
AC046143.1,0
POLN,0
HGFAC,0
AC113615.1,0
ABLIM2,0
SH3TC1,0
AC073648.7,0
AC108063.2,0
ZAR1,0
AC034139.1,0
AC114781.2,0
AC093895.1,0
TIGD2,0
AC114811.2,0
MCUB,0
AC004067.1,0
AC093752.3,0
TMEM155,0
BBS12,0
AC096733.2,0
RNF150,0
HHIP,0
MIR4453HG,0
ARFIP1,0
GUCY1B1,0
GLRB,0
NEIL3,0
TENM3,0
TRAPPC11,0
AHRR,0
AC025183.1,0
AC091978.1,0
FASTKD3,0
AC091965.4,0
AC093274.1,0
LINC02109,0
AC026801.2,0
OSMR.AS1,0
RF00191,0
SMIM15,0
SMN1,0
ALDH7A1P1,0
HOMER1,0
ZFYVE16,0
AC117528.1,0
LINC01554,0
PCSK1,0
AC009126.1,0
RIOK2,0
AC008629.1,0
DMXL1,0
RN7SL689P,0
AC113410.3,0
BRD8,0
KIF20A,0
AC011405.1,0
SPATA24,0
AC008667.4,0
AC244517.2,0
PCDHB6,0
PCDHB8,0
PCDHGA2,0
PCDHGA11,0
PCYOX1L,0
AC008453.2,0
LARP1,0
FABP6,0
MAT2B,0
AC010306.1,0
EIF4E1B,0
LINC01574,0
DOK3,0
AC106795.1,0
AC136604.3,0
LTC4S,0
LINC00847,0
EXOC2,0
SERPINB9P1,0
AL133351.1,0
SSR1,0
AL357497.1,0
SYCP2L,0
AL133264.2,0
ZKSCAN8,0
AL662890.1,0
HLA.H,0
HLA.L,0
AL662795.2,0
DXO,0
IP6K3,0
MAPK13,0
Z84485.1,0
TREM2,0
MEA1,0
AL583856.2,0
KHDC1,0
CGAS,0
HTR1B,0
HMGN3.AS1,0
TPBG,0
CYB5R4,0
AL096794.1,0
RPL21P65,0
AL080317.3,0
CALHM5,0
RNF146,0
TBPL1,0
AHI1,0
CITED2,0
LINC01277,0
RAB32,0
UST,0
RPS4XP8,0
AL353625.1,0
AL391361.2,0
AL022069.2,0
LINC00242,0
COX19,0
AC069288.1,0
FBXL18,0
USP42,0
DAGLB,0
AC080080.1,0
AC003986.3,0
AC004130.1,0
SP4,0
KLHL7,0
EVX1.AS,0
FAM183BP,0
AC004987.2,0
RASA4CP,0
AC073115.1,0
TNS3,0
UPK3B,0
AC005009.2,0
DBF4,0
FZD1,0
BUD31,0
ZKSCAN5,0
STAG3L5P.PVRIG2P.PILRB,0
AC105052.5,0
DOCK4.AS1,0
ST7.AS1,0
HYAL4,0
FSCN3,0
AC006529.1,0
AC008264.1,0
ATP6V0A4,0
ZYX,0
EPHA1,0
AC005229.4,0
RHEB,0
XRCC2,0
AC144652.1,0
AC004898.1,0
AL732314.4,0
LINC00106,0
TLR8.AS1,0
AC002367.1,0
AF241728.2,0
LINC01204,0
AC239585.2,0
PAGE2B,0
SPIN2B,0
ZXDB,0
LAS1L,0
OPHN1,0
TRAPPC13P1,0
AL391294.1,0
ARMCX7P,0
ARMCX5,0
ATG4A,0
LHFPL1,0
SLC6A14,0
UBE2A,0
ZBTB33,0
AC002377.1,0
RAP2C.AS1,0
INTS6L.AS1,0
AL390879.1,0
FATE1,0
ZNF185,0
TMLHE.AS1,0
RPL23AP53,0
AC103957.1,0
TNKS,0
AC027117.2,0
NAT2,0
AC027702.1,0
FNTA,0
AC024451.2,0
CEBPD,0
AC113143.3,0
NKAIN3,0
GGH,0
PDE7A,0
AC079089.1,0
AC009902.3,0
CDH17,0
RAD54B,0
AC087752.4,0
ERICH5,0
AC104986.2,0
RAD21.AS1,0
TBC1D31,0
PCAT1,0
GSDMC,0
RHPN1.AS1,0
ZNF7,0
KIAA2026,0
NFIB,0
FOCAD,0
NFX1,0
TUBB4BP2,0
GALT,0
AL355377.4,0
FAM166B,0
TLN1,0
ZNF658B,0
BX088651.4,0
LINC01410,0
BMS1P10,0
RPSAP9,0
GNAQ,0
AL353613.1,0
ZNF367,0
NUTM2G,0
GAS2L1P2,0
AL590705.2,0
TRMO,0
UPF3AP3,0
INIP,0
ZNF618,0
AL137024.1,0
PSMD5,0
RN7SL30P,0
CDK9,0
PKN3,0
PHYHD1,0
DOLK,0
MIGA2,0
C9orf106,0
SETX,0
GTF3C4,0
BRD3OS,0
PPP1R26.AS1,0
INPP5E,0
FBXW5,0
NOXA1,0
PSMD13,0
CDHR5,0
TSPAN4,0
TH,0
RRM1,0
MMP26,0
AC091564.7,0
GVINP1,0
NLRP10,0
AC011979.1,0
LINC02548,0
SLC17A6,0
GAS2,0
KCNA4,0
AC090469.1,0
PDHX,0
SEC14L1P1,0
ZNF408,0
MADD,0
RNU5E.10P,0
MS4A4A,0
AP003721.1,0
CD5,0
CYB561A3,0
CPSF7,0
AP003733.3,0
TUT1,0
POLR2G,0
PLAAT2,0
AP003774.1,0
PGAM1P8,0
PCNX3,0
AP002748.3,0
CTSF,0
RNU4.39P,0
C11orf80,0
GAL,0
MRGPRF.AS1,0
AP001372.2,0
AP000580.1,0
KCTD14,0
DDIAS,0
AP002370.2,0
NAALAD2,0
CEP295,0
AP000619.2,0
DCUN1D5,0
AP000679.1,0
SC5D,0
SCN3B,0
MSANTD2,0
SLC37A2,0
LINC00167,0
ST14,0
WDR37,0
CALML3,0
AC069544.1,0
AL450384.2,0
AL358780.1,0
PRTFDC1,0
AC022400.9,0
TMEM254,0
WAPL,0
AL731569.1,0
AL157400.3,0
NOC3L,0
AL138759.1,0
CCNJ,0
TM9SF3,0
LCOR,0
ARMH3,0
ITPRIP,0
LINC00867,0
KNDC1,0
CRACR2A,0
KCNA5,0
AC006511.3,0
CLEC2B,0
TAS2R31,0
AC134349.2,0
PDZRN4,0
AC093012.1,0
RN7SL246P,0
KANSL2,0
AC025154.2,0
KRT86,0
KRT75,0
AC025162.1,0
STAT2,0
AC137834.2,0
AC012085.2,0
ELK3,0
SLC17A8,0
PARPBP,0
CRY1,0
IFT81,0
SPPL3,0
CAMKK2,0
DIABLO,0
VPS33A,0
C12orf65,0
CCDC92,0
AC148477.2,0
AC131212.2,0
AC073911.3,0
AC026786.2,0
RN7SL166P,0
EEF1AKMT1,0
AL359538.1,0
ATP12A,0
RPL34P27,0
MFAP1P1,0
HSPH1,0
DNAJC15,0
TUSC8,0
NAP1L4P3,0
THSD1,0
AL390964.1,0
SLAIN1,0
AL137781.1,0
MCF2L,0
BCL2L2,0
NGDN,0
AL096870.3,0
AL049830.3,0
RN7SL660P,0
TXNDC16,0
ARMH4,0
ACTR10,0
L3HYPDH,0
PIGH,0
AL132986.1,0
SYNJ2BP.COX16,0
MAP3K9,0
RBM25,0
AC004846.2,0
NUMB,0
VASH1.AS1,0
AL136040.2,0
FOXN3,0
BEGAIN,0
LBHD2,0
EIF5,0
XRCC3,0
TMEM179,0
ABCB10P1,0
AC090602.1,0
HERC2,0
GOLGA8R,0
AC127502.1,0
AC127502.2,0
PGBD4,0
AC021351.1,0
C15orf41,0
AC103988.1,0
TTBK2,0
SERINC4,0
HYPK,0
AC051619.8,0
AC091074.1,0
CTXN2,0
AC090971.5,0
AC090971.1,0
AC090543.2,0
AC105129.1,0
INTS14,0
SNORD13E,0
LRRC49,0
PHBP20,0
ULK3,0
SCAMP2,0
AC046168.2,0
DNAJA4,0
TMED3,0
TMC3,0
WHAMM,0
NMB,0
AC124068.2,0
AC106028.2,0
ADAMTS17,0
BAIAP3,0
AC005363.2,0
AC093525.6,0
IL32,0
ZNF263,0
ZNF75A,0
MTRNR2L4,0
ANKS4B,0
SNX29P1,0
SMG1P4,0
COG7,0
AC133552.2,0
NSMCE1.DT,0
ASPHD1,0
DOC2A,0
ZNF48,0
ZNF267,0
AC018845.3,0
AC007614.1,0
AC007608.1,0
AC079416.2,0
AC007342.3,0
SLC12A3,0
ARL2BP,0
POLR2C,0
AC092118.2,0
AC009055.2,0
CDH5,0
AC010542.4,0
CKLF.CMTM1,0
DPEP2NB,0
SLC7A6OS,0
ZFP90,0
AC126773.2,0
AC020763.3,0
ZNF19,0
MAFTRR,0
FBXO31,0
SNAI3.AS1,0
AC130343.2,0
AC006435.4,0
AC027796.3,0
AC116914.1,0
PELP1,0
AC233723.1,0
MINK1,0
AC087500.1,0
PITPNM3,0
FBXO39,0
GABARAP,0
TNFSF12,0
NDEL1,0
KRT16P6,0
SLC5A10,0
AC007952.4,0
SLC47A2,0
AKAP10,0
AC024619.4,0
RPL21P123,0
AC244093.2,0
AC006449.3,0
AC006449.5,0
LASP1,0
GRB7,0
ORMDL3,0
SMARCE1,0
KRT14,0
AC060780.1,0
TMEM106A,0
ASB16.AS1,0
DBF4B,0
AC138150.1,0
LINC01974,0
AC005670.1,0
AC003665.1,0
DLX3,0
SPAG9,0
AC015912.3,0
AC091181.2,0
AC007431.3,0
MKS1,0
DHX40,0
AC025048.2,0
AC005856.1,0
GH2,0
AC079331.2,0
FAM104A,0
HID1,0
AC022211.4,0
TMEM94,0
SAP30BP,0
BIRC5,0
SLC25A10,0
MAFG,0
AC139099.2,0
AP000894.4,0
AP005061.1,0
AP001269.4,0
KCTD1,0
AC011825.4,0
KLHL14,0
AC007998.3,0
AC090220.1,0
AC015961.2,0
CTIF,0
CFAP53,0
TXNL1,0
AC018445.5,0
AL110114.1,0
LZTS3,0
PLCB1,0
SNAP25,0
KAT14,0
LINC00652,0
GZF1,0
VSX1,0
FOXS1,0
AL035458.2,0
AL356299.2,0
ITCH.IT1,0
GDF5OS,0
AL023803.1,0
ZHX3,0
L3MBTL1,0
PABPC1L,0
SLC35C2,0
CSE1L.AS1,0
LINC01273,0
AL050404.1,0
AC005914.1,0
NELFCD,0
LAMA5.AS1,0
AL121827.2,0
AL118506.1,0
UCKL1,0
WASH5P,0
LINC01002,0
AC027307.3,0
APC2,0
AC005786.2,0
PIP5K1C,0
AC016586.1,0
AC007292.1,0
CHAF1A,0
LONP1,0
FUT3,0
RAB11B,0
ICAM1,0
CDC37,0
ANGPTL8,0
ZNF627,0
ZNF136,0
GNG14,0
KLF2,0
AC008764.8,0
ARRDC2,0
COMP,0
ZNF626,0
AC010329.1,0
AC010615.1,0
ZNF257,0
AC008736.1,0
AC020910.5,0
AC008555.2,0
HAMP,0
ATP4A,0
ETV2,0
ZNF529,0
YIF1B,0
RN7SL566P,0
MED29,0
PRR13P5,0
AC005614.1,0
ERICH4,0
ZNF574,0
DEDD2,0
AC021092.1,0
AC092306.1,0
OPA3,0
FBXO46,0
AC007193.3,0
PPP5D1,0
TMEM143,0
C19orf81,0
AC011483.1,0
KLK7,0
ZNF615,0
ZNF766,0
ZNF534,0
ZNF677,0
ZNF542P,0
ZNF416,0
ZNF606,0
ZSCAN22,0
ARVCF,0
ZNF74,0
MED15,0
P2RX6,0
GUSBP11,0
SPECC1L.ADORA2A,0
CASTOR1,0
CCDC157,0
Z83844.2,0
SUN2,0
L3MBTL2,0
LINC00634,0
LINC00899,0
PRR34.AS1,0
ALG12,0
CR382285.2,0
GAPDHP14,0
AP000238.1,0
SETD4,0
AP001626.1,0
MT.TL2,0
TMSB4XP1,0
LINC01702,0
OR2L3,0
RPL22P7,0
AC093585.1,0
LINC01266,0
AC133141.1,0
RPL38P1,0
HTT.AS,0
RTN3P1,0
MEF2C.AS2,0
LINC01863,0
PSORS1C3,0
DTX2P1,0
LINC01546,0
GAGE10,0
DLGAP2.AS1,0
AC068880.4,0
AC023632.4,0
AL161628.1,0
AL158829.1,0
AP000779.1,0
MRPS36P4,0
AC026310.3,0
ABCD2,0
RN7SKP11,0
GRPEL2P1,0
ULK4P3,0
LINC01583,0
PRM3,0
AC136624.1,0
AC099518.6,0
AC092128.1,0
AC004147.3,0
AC051635.1,0
AC090246.1,0
SRMS,0
MTCO1P12,0
RNF223,0
C1orf159,0
TTLL10,0
CDK11B,0
AL590822.3,0
PLCH2,0
AL139246.1,0
TP73.AS1,0
CHD5,0
PEX14,0
LINC01647,0
DRAXIN,0
CLCN6,0
AL096840.2,0
AC254633.1,0
AL031283.1,0
ARHGEF19,0
EMC1.AS1,0
KDM1A,0
AL391650.2,0
TRIM63,0
PDIK1L,0
CATSPER4,0
AL513365.2,0
KDF1,0
AL009181.1,0
MATN1.AS1,0
PEF1,0
EIF3I,0
ZBTB8B,0
AL513327.3,0
RIMS3,0
AL604028.2,0
AL050343.1,0
CC2D1B,0
PLA2G12AP1,0
MYSM1,0
EFCAB7,0
RAVER2,0
SERBP1,0
GNG12.AS1,0
NEGR1,0
LINC01555,0
AL603750.1,0
CLCA4.AS1,0
PKN2.AS1,0
GBP7,0
AL354890.1,0
AL445433.1,0
EXTL2,0
EPS8L3,0
HIPK1.AS1,0
AL390066.1,0
NBPF26,0
FAM72B,0
AC239798.2,0
RNVU1.8,0
HIST2H4A,0
HIST2H2BD,0
AC242988.1,0
AL513523.1,0
DENND4B,0
AL358472.2,0
DCST2,0
NAXE,0
AL590666.4,0
CD1B,0
CADM3,0
CFAP45,0
AL591806.1,0
ATF6,0
AL592435.1,0
AL451074.3,0
DUSP27,0
POU2F1,0
XCL1,0
F5,0
RPL4P3,0
RPS29P5,0
CEP350,0
MR1,0
GLUL,0
RNF2,0
LINC00862,0
MGAT4EP,0
AC098934.2,0
TMEM81,0
RASSF5,0
INTS7,0
RPL21P28,0
ABHD17AP3,0
AC092809.4,0
SDE2,0
AL136379.2,0
AL158214.2,0
AGT,0
AL118511.4,0
MAP10,0
GGPS1,0
GNG4,0
ERO1B,0
ADSS,0
AL451007.3,0
RF00019.69,0
ZNF672,0
ZNF692,0
ALKAL2,0
AC093390.2,0
TRAPPC12.AS1,0
GRHL1,0
AC007738.1,0
AC007041.1,0
AC012073.1,0
AC064847.1,0
HADHB,0
GPN1,0
SUPT7L,0
TOGARAM2,0
YIPF4,0
TTC27,0
GAPDHP25,0
BCYRN1,0
AC093635.1,0
GPR75,0
NONOP2,0
AC016747.1,0
OTX1,0
MDH1,0
AC008074.2,0
AC016700.2,0
AC007881.3,0
DYSF,0
ALMS1,0
M1AP,0
DNAH6,0
AC133644.2,0
RGPD2,0
THNSL2,0
UNC50,0
TBC1D8.AS1,0
GCC2,0
AC079753.2,0
PGM5P4.AS1,0
WASH2P,0
AC017033.1,0
AC068282.2,0
UGGT1,0
PLAC9P1,0
POTEI,0
HNMT,0
RIF1,0
LINC01876,0
SCN9A,0
GAD1,0
METTL8,0
ITGA6.AS1,0
AC009948.4,0
CLK1,0
CARF,0
NDUFS1,0
VWC2L,0
SPEGNB,0
CCDC140,0
WDFY1,0
DIS3L2,0
EEF1B2P7,0
ANKMY1,0
ATG4B,0
PDCD1,0
BHLHE40.AS1,0
ARL8B,0
GRM7,0
VHL,0
CAND2,0
UBE2E2,0
AC012087.2,0
LINC00692,0
RBMS3.AS3,0
CNOT10,0
RF00019.136,0
VILL,0
XYLB,0
AC124045.1,0
AC109583.3,0
NDUFB1P1,0
ATRIP,0
AC104452.1,0
AC097637.2,0
BAP1,0
CCDC66,0
FAM107A,0
FAM3D,0
FHIT,0
LINC00877,0
CNTN3,0
VGLL3,0
MTHFD2P1,0
OR5AC2,0
AC021660.4,0
LINC00973,0
AC084198.2,0
NAA50,0
AC026341.2,0
TMCC1.AS1,0
NPHP3.AS1,0
BFSP2.AS1,0
AC024933.1,0
PLCH1,0
AC069243.1,0
ECT2,0
CLDN16,0
LINC02037,0
CTBP1.AS,0
ALG1L3P,0
AC025539.1,0
AC007370.2,0
TAPT1,0
AC133963.1,0
AC108050.1,0
AC108210.1,0
ATP1B1P1,0
AC096586.1,0
SLC10A4,0
EXOC1L,0
TMPRSS11F,0
UGT2B15,0
SULT1B1,0
HMGA1P2,0
MTHFD2L,0
NUP54,0
LINC01094,0
AFF1,0
PIGY.DT,0
HERC3,0
AC104785.1,0
PANCR,0
MGARP,0
SCOC,0
ZNF330,0
AC107223.1,0
PRSS48,0
AC093788.1,0
AC095050.1,0
WWC2.AS2,0
AC079080.1,0
AC099343.2,0
F11.AS1,0
TPPP,0
NKD2,0
IRX4,0
LINC02064,0
DROSHA,0
AC008875.1,0
HSPB3,0
AC112198.2,0
KIF2A,0
PPWD1,0
LINC01337,0
RASGRF2.AS1,0
CKMT2,0
LINC01338,0
XRCC4,0
AC018754.1,0
ERAP2,0
MTCO2P22,0
LINC00491,0
NUDT12,0
LINC02163,0
AC079465.1,0
AC114311.1,0
PPIC,0
CSNK1G3,0
CCDC192,0
PPP2CA,0
SIL1,0
CD14,0
PCDHA1,0
AC011352.2,0
SH3TC2,0
RPL29P14,0
HAND1,0
C1QTNF2,0
TLX3,0
ERGIC1,0
RAB24,0
ZFP2,0
AC136628.3,0
MGAT1,0
AL138831.2,0
AL136309.2,0
AL359643.3,0
AL139094.1,0
AL138740.1,0
HIST1H2AA,0
HIST1H3G,0
HIST1H3H,0
HIST1H2AK,0
RNF39,0
HCG17,0
PSMB8.AS1,0
PXT1,0
KCTD20,0
FRS3,0
GTPBP2,0
AL035701.1,0
TDRD6,0
AL021368.5,0
AC019205.1,0
RPL39P3,0
IRAK1BP1,0
MRAP2,0
SNX14,0
C6orf163,0
BACH2,0
RN7SKP110,0
FBXL4,0
CEP57L1,0
PPIL6,0
MICAL1,0
AL080317.1,0
NT5DC1,0
MCM9,0
AL365259.1,0
AL035603.1,0
AL096711.1,0
LAMA2,0
LINC01013,0
AL356234.1,0
AL592429.2,0
STXBP5,0
AL355312.6,0
IPCEF1,0
ACAT2,0
AC104129.1,0
TTYH3,0
RPL22P16,0
AC004543.1,0
RPL12P10,0
AC010719.1,0
HOXA.AS2,0
HOXA4,0
NCAPD2P1,0
POU6F2,0
CDK13,0
AC004951.4,0
AC004854.2,0
ERV3.1,0
GUSB,0
TPST1,0
AC211485.1,0
RF00017.52,0
GTF2IRD2B,0
PMS2P10,0
ZP3,0
DTX2,0
STEAP2.AS1,0
GTPBP10,0
ANKIB1,0
PEX1,0
RNU6.10P,0
TECPR1,0
ATP5MF.PTCD1,0
FAM200A,0
ZSCAN21,0
STAG3L5P,0
NAPEPLD,0
COG5,0
DOCK4,0
GPR85,0
RPS26P31,0
SMO,0
AC016831.7,0
AC083873.1,0
AC009264.1,0
CLCN1,0
RF00017.55,0
ZNF783,0
TMUB1,0
RN7SL76P,0
RBM33,0
SHOX,0
FAM9B,0
CLDN34,0
OFD1,0
CTPS2,0
MAGEB1,0
RPS2P55,0
ZNF630,0
CCDC120,0
PHF8,0
LINC01278,0
ASB12,0
BX276092.5,0
NHSL2,0
ABCB7,0
CHMP1B2P,0
KRT18P11,0
AL021308.1,0
RNU6.207P,0
IL13RA1,0
SLC25A5.AS1,0
AL445072.1,0
PLAC1,0
AC234771.4,0
INTS6L,0
CT45A11P,0
SLC9A6,0
LINC00893,0
CXorf40A,0
IRAK1,0
TAZ,0
G6PD,0
AC019257.1,0
AC104964.3,0
PINX1.1,0
AF131215.5,0
SUB1P1,0
AC130352.1,0
AC105206.1,0
AC105046.2,0
R3HCC1,0
SINHCAFP3,0
RBPMS,0
AC124067.4,0
AC055822.1,0
MCMDC2,0
LACTB2.AS1,0
AC100823.1,0
AC087627.1,0
AC009812.1,0
AC009902.2,0
CA3,0
WWP1,0
AC104211.1,0
AP002981.1,0
AZIN1.AS1,0
LINC00536,0
CCN3,0
FAM91A1,0
AC090198.1,0
AC020688.1,0
LRRC6,0
KCNK9,0
PSCA,0
THEM6,0
RECQL4,0
ZNF252P.AS1,0
WASHC1,0
PGM5P3.AS1,0
AL353151.2,0
RNF2P1,0
AL159169.2,0
RRAGA,0
ACER2,0
IFT74.AS1,0
LAGE3P1,0
UBE2R2.AS1,0
AL353795.2,0
EBLN3P,0
AL935212.1,0
ANKRD20A3,0
FAM122A,0
C9orf135.DT,0
SMC5.AS1,0
CEP78,0
AL591368.1,0
ASPN,0
AL133477.2,0
AL590705.3,0
AL158070.1,0
BSPRY,0
SKA2P1,0
RC3H2,0
MVB12B,0
ST6GALNAC6,0
AL590708.1,0
SPTAN1,0
SPOUT1,0
SH3GLB2,0
AL353803.4,0
CAMSAP1,0
CR392000.1,0
AL807752.1,0
ANAPC2,0
NELFB,0
SIRT3,0
PNPLA2,0
AP006623.1,0
LINC01219,0
CD81.AS1,0
RF00409.2,0
AC104237.2,0
IPO7,0
SBF2,0
AC021269.3,0
RN7SKP90,0
ST13P5,0
DCDC1,0
TRIM44,0
AP000442.2,0
PRPF19,0
TMEM138,0
AP003559.1,0
SLC22A9,0
SYVN1,0
FAM89B,0
POLD4,0
ALDH3B1,0
AP002807.1,0
C11orf24,0
TPCN2,0
AP000867.4,0
AP000593.3,0
FCHSD2,0
PLEKHB1,0
THAP12,0
ALG8,0
DLG2,0
AP000648.3,0
FAM76B,0
CFAP300,0
CUL5,0
DDX10,0
TMPRSS5,0
AP000997.1,0
MPZL3,0
SLC37A4,0
VPS11,0
CBL,0
JHY,0
AP000926.2,0
CCDC15,0
NTM,0
AP003972.1,0
AL355597.1,0
FBH1,0
GATA3,0
FAM107B,0
AL390961.2,0
ZNF33A,0
ZNF37A,0
GLUD1P2,0
PALD1,0
MRPL35P3,0
AL357037.1,0
AL138767.3,0
TBC1D12,0
SORBS1,0
ZNF518A,0
AL513542.1,0
PDZD7,0
NOLC1,0
AL360182.1,0
FAM204A,0
AL731566.2,0
HMX3,0
GPR26,0
MMP21,0
SPRN,0
SLC6A13,0
ATP5MFP5,0
P3H3,0
C1S,0
AC018653.3,0
NECAP1,0
AC092745.4,0
AC022075.1,0
KLRC1,0
KLRA1P,0
TAS2R14,0
DDX55P1,0
LINC01252,0
PYROXD1,0
ITPR2,0
AC022364.1,0
AC009318.1,0
AC024940.6,0
CPNE8,0
AC063924.1,0
PCED1B.AS1,0
AC004801.2,0
ZNF641,0
DDN,0
FMNL3,0
BIN2,0
KRT81,0
AC079313.2,0
METTL7B,0
SARNP,0
PAN2,0
RN7SL809P,0
DTX3,0
METTL1,0
AC025165.5,0
AC025165.4,0
SLC16A7,0
AC078983.1,0
MDM1,0
NAV3,0
MYF6,0
AC124947.1,0
SOCS2.AS1,0
SOCS2,0
AC012464.2,0
AC073655.2,0
AC023161.1,0
AC008149.1,0
AC010203.1,0
AC025265.1,0
AC087893.1,0
FOXN4,0
GIT2,0
RAB35,0
GCN1,0
RPL31P52,0
MORN3,0
AC145423.3,0
EIF2B1,0
AC130404.1,0
AC131212.4,0
AC127070.2,0
IL17D,0
FGF9,0
AL590787.1,0
USPL1,0
DCLK1,0
LINC00571,0
GPALPP1,0
OR7E104P,0
RNU6.54P,0
DIS3,0
AL445209.1,0
DCT,0
AL442067.3,0
AL442067.1,0
ERCC5,0
MCF2L.AS1,0
AL137002.1,0
SNORA79B,0
AL135744.1,0
DHRS4.AS1,0
DCAF11,0
RIPK3,0
CBLN3,0
LRFN5,0
LINC00648,0
CDKL1,0
NAA30,0
AL157911.1,0
AL355916.2,0
MPP5,0
ACTN1.AS1,0
AL391262.1,0
GALC,0
CAP2P1,0
EFCAB11,0
CCDC88C,0
PPP4R3A,0
LGMN,0
C14orf132,0
LINC00524,0
ANKRD9,0
RPS20P33,0
HNRNPLP2,0
AC087473.1,0
PPIP5K1,0
SQOR,0
GALK2,0
FAM214A,0
MNS1,0
AC066616.1,0
AC092868.2,0
AC103740.1,0
AC027237.4,0
HMGB1P6,0
TMEM202.AS1,0
HCN4,0
NIFKP4,0
PTPN9,0
ODF3L1,0
TBC1D2B,0
IDH3A,0
EFL1,0
AC105339.1,0
WDR73,0
AC104046.1,0
MRPL46,0
POLG,0
KIF7,0
AP3S2,0
IDH2,0
FURIN,0
AC012409.5,0
LINS1,0
ASB7,0
SNRPA1,0
Z69720.1,0
HBZ,0
AL022341.1,0
AL023882.1,0
AC120498.10,0
DNASE1L2,0
AC009065.4,0
AC141586.4,0
AC108134.4,0
AC025283.2,0
RN7SL743P,0
FOPNL,0
DCUN1D3,0
ZKSCAN2,0
AC109449.1,0
AC025279.1,0
SLX1A,0
AC106782.5,0
ZNF689,0
PRR14,0
AC135048.1,0
STX1B,0
AC136944.2,0
RPL10P14,0
CX3CL1,0
TK2,0
PLEKHG4,0
AC010530.1,0
HSPE1P5,0
AC020763.4,0
AC010547.1,0
ATXN1L,0
AC004943.3,0
AC009120.1,0
AC009053.1,0
C16orf46,0
AC092139.3,0
AC092142.1,0
LINC00304,0
AC129507.2,0
RF00017.130,0
RILP,0
WDR81,0
AL450226.2,0
SGSM2,0
AC027796.1,0
AC004148.1,0
ATP1B2,0
AC025518.1,0
AC002091.2,0
AC005695.3,0
STX8,0
USP43,0
RN7SL442P,0
RNASEH1P2,0
KRT16P1,0
FOXO3B,0
UPF3AP2,0
KRT18P55,0
AC104564.2,0
SUZ12P1,0
AC090616.6,0
AC025211.1,0
RAD51D,0
AC006441.1,0
FBXL20,0
RPL23AP75,0
AC018629.1,0
KAT2A,0
BECN1,0
WHSC1L2P,0
ARHGAP27,0
RPS26P8,0
EFCAB13,0
NPEPPS,0
SCRN2,0
AC018521.7,0
SNX11,0
EME1,0
SPATA20,0
TOM1L1,0
RNFT1,0
AC005702.2,0
C17orf82,0
AC080038.1,0
AC080038.4,0
TANC2,0
LIMD2,0
PLEKHM1P1,0
RPL7P49,0
SEC14L1,0
CEP295NL,0
AC087741.2,0
AC087741.1,0
AC124319.3,0
FASN,0
FN3KRP,0
TYMS,0
AP000897.1,0
AP000864.1,0
AP005432.1,0
AC090206.1,0
AC110015.1,0
AC017100.1,0
AC021504.1,0
AC087683.2,0
LINC01415,0
LINC01416,0
AC027097.2,0
AC064801.1,0
CNDP1,0
C18orf65,0
HSBP1L1,0
ADNP2,0
AL109809.5,0
AL109809.4,0
VPS16,0
UBE2V1P1,0
AL121890.3,0
KIF16B,0
RPL21P3,0
RIN2,0
AL133325.3,0
VN1R108P,0
CCM2L,0
ASIP,0
RF00019.707,0
EIF6,0
DLGAP4.AS1,0
TLDC2,0
AL021395.1,0
AL117382.1,0
CSE1L,0
AL121917.1,0
DIDO1,0
AL096828.3,0
DNAJC5,0
MYT1,0
WDR18,0
AC027307.1,0
AC006538.3,0
AC005954.3,0
STAP2,0
AC007292.2,0
SH3GL1,0
AC005523.1,0
CAPS,0
AC008946.1,0
CERS4,0
AC011451.4,0
C19orf38,0
AC008543.1,0
ZNF491,0
ZNF443,0
AC010422.8,0
WDR83OS,0
ADGRE2,0
AC114267.1,0
EPS15L1,0
CHERP,0
CPAMD8,0
PLVAP,0
AC010335.3,0
ZNF493,0
AC003973.2,0
BNIP3P28,0
AC092279.1,0
AC005307.1,0
AC005616.1,0
SNORA68B,0
AC008747.1,0
ZNF30,0
AC002116.2,0
ZNF529.AS1,0
AC010632.1,0
ZNF585A,0
ZNF527,0
AC022148.1,0
AC093227.3,0
CAPN12,0
AC008982.2,0
TIMM50,0
SELENOV,0
DYRK1B,0
AC007842.1,0
ZNF780A,0
AC006486.1,0
ZNF283,0
AC006213.3,0
CLASRP,0
AC011466.1,0
ZNF114.AS1,0
SIGLEC11,0
SPACA6,0
AC011468.2,0
AC010487.2,0
NLRP2,0
SHISA7,0
AC008735.1,0
ZNF71,0
ZNF460,0
AC006040.1,0
DGCR9,0
HIRA,0
RF00017.159,0
LRRC74B,0
DRICH1,0
ZNF70,0
ADORA2A.AS1,0
LRRC75B,0
AL008721.2,0
Z97353.2,0
TTC28,0
CHEK2,0
AC002059.3,0
MTMR3,0
